victory_status,opening_code,opening_name,rating_gap_class
Resign,D00,Queen's Pawn Game,101-150
Mate,A40,Polish Defense,>250
Resign,A01,Nimzo-Larsen Attack,>250
Resign,A84,Dutch Defense,0-50
Out of Time,A45,Indian Game,51-100
Resign,D00,Queen's Pawn Game,0-50
Resign,A45,Indian Game,0-50
Resign,C02,French Defense,51-100
Mate,C00,French Defense,51-100
Resign,C11,French Defense,101-150
Resign,C00,French Defense,0-50
Mate,A40,Queen's Pawn,51-100
Resign,C02,French Defense,0-50
Resign,C25,Vienna Game,101-150
Draw,B01,Scandinavian Defense,0-50
Out of Time,B23,Sicilian Defense,>250
Resign,C08,French Defense,51-100
Mate,C02,French Defense,201-250
Resign,C57,Italian Game,151-200
Resign,B00,Owen Defense,201-250
Mate,A00,Hungarian Opening,>250
Mate,C00,French Defense,101-150
Mate,B07,Pirc Defense,>250
Resign,B11,Caro-Kann Defense,151-200
Resign,B00,Owen Defense,>250
Draw,B23,Sicilian Defense,>250
Resign,E20,Nimzo-Indian Defense,151-200
Resign,A80,Dutch Defense,0-50
Mate,C11,French Defense,101-150
Mate,B28,Sicilian Defense,>250
Mate,C00,French Defense,>250
Resign,B38,Sicilian Defense,0-50
Resign,B22,Sicilian Defense,>250
Mate,B18,Caro-Kann Defense,>250
Mate,B40,Sicilian Defense,>250
Mate,C46,Four Knights Game,51-100
Mate,B45,Sicilian Defense,>250
Resign,B40,Sicilian Defense,51-100
Draw,B18,Caro-Kann Defense,0-50
Mate,A45,Trompowsky Attack,151-200
Mate,C11,French Defense,101-150
Resign,C42,Russian Game,201-250
Resign,B20,Sicilian Defense,201-250
Resign,B40,Sicilian Defense,51-100
Resign,C50,Giuoco Piano,51-100
Draw,C54,Italian Game,0-50
Mate,D01,Queen's Pawn Game,0-50
Mate,C21,Danish Gambit,>250
Resign,B10,Caro-Kann Defense,>250
Out of Time,B00,Owen Defense,51-100
Mate,C51,Italian Game,51-100
Mate,C20,King's Pawn Opening,51-100
Mate,C20,Bishop's Opening,51-100
Mate,A00,Polish Opening,51-100
Resign,D02,Queen's Pawn Game,0-50
Mate,C77,Ruy Lopez,101-150
Resign,A00,Van't Kruijs Opening,51-100
Resign,D43,Semi-Slav Defense,51-100
Resign,C20,King's Pawn Game,51-100
Resign,B07,Pirc Defense,0-50
Resign,D00,Queen's Pawn Game,0-50
Mate,C46,Three Knights Opening,0-50
Resign,B07,Pirc Defense,101-150
Resign,B01,Scandinavian Defense,0-50
Resign,D00,Queen's Pawn Game,0-50
Resign,D30,Queen's Gambit,>250
Resign,C41,Philidor Defense,0-50
Mate,C41,Philidor Defense,0-50
Resign,B00,Nimzowitsch Defense,101-150
Resign,C44,King's Knight Opening,0-50
Resign,C45,Scotch Game,0-50
Resign,C23,Bishop's Opening,0-50
Out of Time,C20,Portuguese Opening,51-100
Resign,C00,French Defense,0-50
Out of Time,C40,Elephant Gambit,0-50
Resign,B27,Sicilian Defense,0-50
Mate,C62,Ruy Lopez,101-150
Mate,C27,Vienna Game,0-50
Resign,C21,Danish Gambit,0-50
Mate,C60,Ruy Lopez,51-100
Out of Time,C53,Italian Game,0-50
Mate,C23,Bishop's Opening,0-50
Draw,C44,King's Knight Opening,0-50
Mate,C46,Three Knights Opening,0-50
Resign,C44,King's Knight Opening,0-50
Mate,C46,Three Knights Opening,0-50
Resign,C20,King's Pawn Game,0-50
Mate,C61,Ruy Lopez,0-50
Mate,B32,Sicilian Defense,0-50
Mate,C34,King's Gambit,0-50
Resign,C62,Ruy Lopez,0-50
Resign,C62,Ruy Lopez,51-100
Resign,C23,Bishop's Opening,51-100
Out of Time,C41,Philidor Defense,0-50
Mate,C00,French Defense,0-50
Mate,C41,Philidor Defense,0-50
Resign,C46,Three Knights Opening,0-50
Resign,B06,Modern Defense,51-100
Resign,D30,Queen's Gambit,0-50
Resign,C65,Ruy Lopez,101-150
Mate,B01,Scandinavian Defense,51-100
Out of Time,C59,Italian Game,>250
Resign,C57,Italian Game,>250
Resign,B01,Scandinavian Defense,0-50
Resign,D80,Gruenfeld Defense,>250
Resign,B50,Sicilian Defense,>250
Resign,B50,Sicilian Defense,>250
Resign,A40,Modern Defense,151-200
Mate,C50,Giuoco Piano,0-50
Mate,C41,Philidor Defense,51-100
Mate,D20,Queen's Gambit,51-100
Resign,C55,Italian Game,51-100
Resign,B30,Sicilian Defense,0-50
Resign,B20,Sicilian Defense,0-50
Out of Time,C45,Scotch Game,0-50
Resign,E76,King's Indian Defense,101-150
Mate,B10,Caro-Kann Defense,0-50
Mate,B54,Sicilian Defense,0-50
Resign,C20,King's Pawn Game,>250
Mate,C30,King's Gambit,201-250
Resign,B45,Sicilian Defense,101-150
Mate,E34,Nimzo-Indian Defense,101-150
Out of Time,B21,Sicilian Defense,151-200
Resign,C00,Rat Defense,201-250
Mate,A42,Sicilian Defense,0-50
Resign,B46,Sicilian Defense,101-150
Resign,B46,Sicilian Defense,>250
Mate,C67,Ruy Lopez,201-250
Mate,B01,Scandinavian Defense,51-100
Out of Time,B42,Sicilian Defense,51-100
Out of Time,C60,Ruy Lopez,0-50
Mate,D02,Queen's Pawn Game,51-100
Resign,B23,Sicilian Defense,0-50
Mate,B20,Sicilian Defense,0-50
Resign,A45,Indian Game,151-200
Resign,C60,Ruy Lopez,0-50
Resign,D00,Queen's Pawn Game,0-50
Mate,B46,Sicilian Defense,101-150
Resign,B21,Sicilian Defense,51-100
Resign,B40,Sicilian Defense,0-50
Resign,C44,King's Knight Opening,0-50
Mate,A56,Benoni Defense,51-100
Resign,C48,Four Knights Game,51-100
Resign,A06,Zukertort Opening,>250
Mate,C22,Center Game,>250
Resign,B01,Scandinavian Defense,0-50
Mate,C02,French Defense,201-250
Mate,C20,King's Pawn Game,0-50
Mate,D02,Queen's Pawn Game,>250
Resign,B08,Pirc Defense,>250
Resign,B30,Sicilian Defense,101-150
Resign,C68,Ruy Lopez,>250
Mate,C41,Philidor Defense,201-250
Resign,C55,Italian Game,101-150
Mate,D50,Queen's Gambit,0-50
Mate,C68,Ruy Lopez,51-100
Mate,B30,Sicilian Defense,>250
Mate,C69,Ruy Lopez,51-100
Resign,B07,King's Pawn Game,>250
Resign,C57,Italian Game,51-100
Resign,C55,Italian Game,>250
Resign,D30,Queen's Gambit,>250
Resign,C54,Italian Game,0-50
Resign,C55,Italian Game,0-50
Resign,C78,Ruy Lopez,101-150
Out of Time,B02,Alekhine Defense,0-50
Mate,C55,Italian Game,0-50
Mate,C68,Ruy Lopez,51-100
Mate,B30,Sicilian Defense,151-200
Resign,B23,Sicilian Defense,101-150
Out of Time,A40,Queen's Pawn,>250
Resign,A00,Gedult's Opening,>250
Mate,B20,Sicilian Defense,>250
Resign,D03,Queen's Pawn Game,>250
Mate,A40,Horwitz Defense,>250
Resign,C02,French Defense,151-200
Resign,D02,Queen's Pawn Game,>250
Resign,C01,French Defense,0-50
Mate,C00,French Defense,0-50
Out of Time,D85,Gruenfeld Defense,51-100
Resign,A02,Bird Opening,201-250
Resign,E61,King's Indian Defense,101-150
Resign,A57,Benko Gambit,101-150
Draw,D10,Slav Defense,201-250
Resign,E94,King's Indian Defense,51-100
Mate,C02,French Defense,>250
Resign,C05,French Defense,101-150
Resign,C00,French Defense,201-250
Resign,A40,Englund Gambit Complex,201-250
Resign,B25,Sicilian Defense,101-150
Resign,B40,Sicilian Defense,51-100
Mate,B57,Sicilian Defense,101-150
Mate,D31,Queen's Gambit,>250
Mate,C50,Italian Game,>250
Mate,E67,King's Indian Defense,151-200
Resign,A45,Indian Game,101-150
Resign,A41,Queen's Pawn,0-50
Out of Time,A35,English Opening,0-50
Resign,C20,King's Pawn Game,0-50
Resign,A51,Indian Game,51-100
Resign,C02,French Defense,51-100
Resign,D02,Queen's Pawn Game,0-50
Out of Time,C02,French Defense,101-150
Resign,A47,Queen's Indian Defense,0-50
Mate,C45,Scotch Game,0-50
Resign,B00,Nimzowitsch Defense,0-50
Resign,A01,Nimzo-Larsen Attack,0-50
Mate,B90,Sicilian Defense,0-50
Mate,C40,Elephant Gambit,0-50
Out of Time,C25,Vienna Game,0-50
Draw,D06,Queen's Gambit,101-150
Out of Time,C55,Italian Game,151-200
Resign,C44,Scotch Game,201-250
Resign,A41,Old Indian Defense,0-50
Out of Time,C57,Italian Game,101-150
Resign,C34,King's Gambit,201-250
Mate,D20,Queen's Gambit,51-100
Resign,C50,Italian Game,51-100
Mate,C57,Italian Game,51-100
Mate,D44,Queen's Gambit,101-150
Out of Time,D30,Queen's Gambit,201-250
Mate,C34,King's Gambit,0-50
Mate,D53,Queen's Gambit,0-50
Resign,B90,Sicilian Defense,0-50
Mate,C60,Ruy Lopez,0-50
Resign,C20,King's Pawn Game,151-200
Resign,C00,French Defense,0-50
Resign,C50,Giuoco Piano,0-50
Resign,A46,Indian Game,0-50
Resign,B12,Caro-Kann Defense,>250
Mate,A41,Queen's Pawn Game,>250
Resign,C30,King's Gambit,151-200
Mate,C02,French Defense,51-100
Mate,B20,Sicilian Defense,101-150
Resign,C45,Scotch Game,0-50
Mate,B72,Sicilian Defense,0-50
Mate,C78,Ruy Lopez,51-100
Resign,C50,Giuoco Piano,0-50
Mate,C31,King's Gambit,>250
Mate,B56,Sicilian Defense,>250
Mate,C45,Scotch Game,>250
Resign,B01,Scandinavian Defense,>250
Resign,B01,Scandinavian Defense,>250
Mate,B01,Scandinavian Defense,0-50
Resign,C50,Italian Game,51-100
Resign,B01,Scandinavian Defense,51-100
Resign,C20,King's Pawn Game,51-100
Resign,C40,King's Pawn Game,51-100
Resign,B01,Scandinavian Defense,0-50
Resign,B01,Scandinavian Defense,51-100
Mate,C41,Philidor Defense,51-100
Resign,B01,Scandinavian Defense,0-50
Resign,C50,Italian Game,0-50
Mate,B00,Ware Defense,101-150
Resign,C40,King's Pawn Game,51-100
Resign,A07,King's Indian Attack,0-50
Resign,C20,King's Pawn Game,201-250
Resign,B00,Owen Defense,0-50
Mate,C10,French Defense,0-50
Resign,B00,Nimzowitsch Defense,>250
Resign,A40,English Defense,>250
Resign,A20,English Opening,>250
Out of Time,B21,Sicilian Defense,>250
Resign,D51,Queen's Gambit,>250
Resign,D02,Queen's Pawn Game,0-50
Out of Time,B28,Sicilian Defense,0-50
Mate,C43,Russian Game,0-50
Resign,D02,Queen's Pawn Game,>250
Resign,B40,Sicilian Defense,>250
Resign,B54,Sicilian Defense,>250
Resign,B12,Caro-Kann Defense,101-150
Resign,C88,Ruy Lopez,101-150
Mate,B34,Sicilian Defense,101-150
Resign,C00,French Defense,101-150
Resign,B12,Caro-Kann Defense,151-200
Resign,A48,Indian Game,101-150
Resign,A49,Indian Game,>250
Mate,A40,Caro-Kann Defense,>250
Mate,B54,Sicilian Defense,101-150
Resign,A44,Old Benoni Defense,>250
Resign,C14,French Defense,>250
Resign,D94,Gruenfeld Defense,>250
Resign,B30,Sicilian Defense,>250
Resign,B21,Sicilian Defense,>250
Resign,B76,Sicilian Defense,>250
Out of Time,C40,Elephant Gambit,>250
Resign,B33,Sicilian Defense,101-150
Resign,A84,Dutch Defense,>250
Resign,B01,Scandinavian Defense,>250
Resign,A84,Dutch Defense,>250
Resign,C88,Ruy Lopez,>250
Resign,B09,Pirc Defense,151-200
Resign,A84,Dutch Defense,>250
Resign,D37,Queen's Gambit,51-100
Resign,B06,Modern Defense,>250
Draw,B48,Sicilian Defense,51-100
Mate,C70,Ruy Lopez,151-200
Draw,B48,Sicilian Defense,51-100
Resign,D02,Queen's Pawn Game,>250
Resign,A01,Nimzo-Larsen Attack,201-250
Out of Time,A48,Torre Attack,0-50
Resign,C41,Philidor Defense,>250
Resign,A01,Nimzo-Larsen Attack,101-150
Out of Time,B73,Sicilian Defense,0-50
Resign,C55,Italian Game,151-200
Resign,C02,French Defense,0-50
Mate,B01,Scandinavian Defense,>250
Resign,C07,French Defense,>250
Resign,B01,Scandinavian Defense,51-100
Mate,B70,Sicilian Defense,0-50
Draw,A40,Modern Defense,201-250
Draw,B00,Owen Defense,151-200
Resign,C55,Italian Game,201-250
Draw,C03,French Defense,151-200
Mate,C00,French Defense,51-100
Out of Time,B40,Sicilian Defense,51-100
Resign,E98,King's Indian Defense,151-200
Resign,E71,King's Indian Defense,0-50
Resign,C69,Ruy Lopez,51-100
Mate,C45,Scotch Game,51-100
Resign,C20,King's Pawn Game,0-50
Mate,C67,Ruy Lopez,0-50
Resign,C40,King's Knight Opening,0-50
Resign,C66,Ruy Lopez,0-50
Mate,C41,Philidor Defense,201-250
Resign,C44,Ponziani Opening,0-50
Resign,C46,Three Knights Opening,0-50
Resign,D10,Slav Defense,>250
Out of Time,B07,Czech Defense,>250
Resign,B21,Sicilian Defense,101-150
Resign,A04,Zukertort Opening,>250
Resign,A04,Zukertort Opening,101-150
Mate,D02,Queen's Pawn Game,101-150
Resign,B20,Sicilian Defense,201-250
Resign,C11,French Defense,51-100
Resign,B32,Sicilian Defense,51-100
Resign,B35,Sicilian Defense,51-100
Out of Time,C41,Philidor Defense,0-50
Resign,D00,Blackmar-Diemer Gambit,0-50
Mate,B20,Sicilian Defense,51-100
Resign,D01,Queen's Pawn Game,151-200
Resign,B01,Scandinavian Defense,151-200
Resign,D01,Queen's Pawn Game,151-200
Resign,C44,Scotch Gambit,0-50
Resign,B22,Sicilian Defense,151-200
Resign,B22,Sicilian Defense,101-150
Out of Time,B34,Sicilian Defense,0-50
Resign,D45,Semi-Slav Defense,101-150
Resign,B41,Sicilian Defense,0-50
Resign,B23,Sicilian Defense,0-50
Resign,C15,French Defense,0-50
Resign,A42,Sicilian Defense,51-100
Mate,B32,Sicilian Defense,0-50
Resign,B20,Sicilian Defense,51-100
Resign,C44,Scotch Gambit,0-50
Resign,C45,Scotch Game,151-200
Resign,C45,Scotch Game,201-250
Resign,B20,Sicilian Defense,51-100
Out of Time,B20,Sicilian Defense,0-50
Resign,B06,Modern Defense,>250
Mate,C44,Scotch Game,101-150
Resign,C50,Four Knights Game,151-200
Resign,C50,Four Knights Game,151-200
Resign,C55,Italian Game,151-200
Resign,C00,French Defense,101-150
Mate,C55,Italian Game,51-100
Resign,C62,Ruy Lopez,51-100
Resign,B07,Pirc Defense,51-100
Resign,D46,Semi-Slav Defense,0-50
Resign,C62,Ruy Lopez,101-150
Resign,C20,King's Pawn Game,0-50
Resign,B77,Sicilian Defense,0-50
Resign,B32,Sicilian Defense,0-50
Out of Time,B35,Sicilian Defense,0-50
Resign,C50,Italian Game,0-50
Out of Time,E90,King's Indian Defense,>250
Mate,C62,Ruy Lopez,>250
Resign,E87,King's Indian Defense,0-50
Resign,B57,Sicilian Defense,201-250
Mate,B78,Sicilian Defense,0-50
Resign,C41,Philidor Defense,>250
Resign,E70,King's Indian Defense,101-150
Out of Time,C42,Petrov's Defense,51-100
Mate,C48,Four Knights Game,>250
Resign,B41,Sicilian Defense,0-50
Resign,C55,Italian Game,0-50
Resign,B10,Caro-Kann Defense,>250
Resign,E52,Nimzo-Indian Defense,51-100
Resign,E15,Queen's Indian Defense,0-50
Mate,C50,Italian Game,0-50
Resign,E16,Queen's Indian Defense,0-50
Out of Time,D30,Queen's Gambit,51-100
Resign,D18,Slav Defense,51-100
Out of Time,C50,Italian Game,151-200
Resign,A40,English Defense,151-200
Resign,D15,Slav Defense,0-50
Resign,D06,Queen's Gambit,151-200
Out of Time,D31,Queen's Gambit,0-50
Mate,A03,Bird Opening,0-50
Draw,A15,English Opening,0-50
Resign,D52,Queen's Gambit,0-50
Resign,D55,Queen's Gambit,0-50
Resign,A28,English Opening,51-100
Resign,C65,Ruy Lopez,51-100
Out of Time,E46,Nimzo-Indian Defense,51-100
Mate,C65,Ruy Lopez,151-200
Resign,D02,Queen's Pawn Game,201-250
Resign,C65,Ruy Lopez,201-250
Resign,C54,Italian Game,0-50
Out of Time,E20,Nimzo-Indian Defense,0-50
Out of Time,D02,Queen's Pawn Game,0-50
Mate,E12,Queen's Indian Defense,151-200
Draw,D00,Queen's Pawn Game,0-50
Out of Time,A01,Nimzo-Larsen Attack,101-150
Mate,A40,English Defense,101-150
Resign,C91,Ruy Lopez,51-100
Out of Time,C00,French Defense,51-100
Out of Time,C65,Ruy Lopez,0-50
Resign,A40,Horwitz Defense,151-200
Resign,C00,French Defense,51-100
Resign,C02,French Defense,101-150
Resign,D07,Queen's Gambit,151-200
Resign,D35,Queen's Gambit,201-250
Resign,A00,Mieses Opening,201-250
Resign,A00,Mieses Opening,201-250
Resign,A00,Mieses Opening,151-200
Resign,A00,Mieses Opening,201-250
Resign,A00,Mieses Opening,201-250
Resign,C02,French Defense,0-50
Out of Time,C00,French Defense,>250
Resign,A00,Van't Kruijs Opening,201-250
Resign,A00,Van't Kruijs Opening,201-250
Resign,A00,Mieses Opening,201-250
Resign,A00,Mieses Opening,151-200
Resign,A00,Mieses Opening,151-200
Resign,A00,Mieses Opening,151-200
Resign,A00,Mieses Opening,151-200
Resign,A40,Horwitz Defense,101-150
Resign,A00,Mieses Opening,101-150
Resign,A00,Saragossa Opening,151-200
Resign,D10,Slav Defense,0-50
Resign,A40,Horwitz Defense,101-150
Resign,A40,Horwitz Defense,101-150
Resign,A00,Mieses Opening,151-200
Resign,A40,Horwitz Defense,101-150
Resign,A40,Horwitz Defense,101-150
Resign,C00,French Defense,101-150
Resign,D35,Queen's Gambit,151-200
Resign,A00,Mieses Opening,151-200
Resign,C00,French Defense,0-50
Resign,D10,Slav Defense,201-250
Resign,C17,French Defense,51-100
Resign,E76,King's Indian Defense,51-100
Resign,C00,French Defense,51-100
Resign,A58,Benko Gambit,0-50
Resign,E76,King's Indian Defense,201-250
Resign,A00,Saragossa Opening,0-50
Resign,A00,Polish Opening,101-150
Resign,E76,King's Indian Defense,0-50
Resign,D31,Semi-Slav Defense,101-150
Mate,C02,French Defense,51-100
Resign,A84,Dutch Defense,201-250
Resign,C02,French Defense,101-150
Resign,C01,French Defense,151-200
Draw,D31,Queen's Gambit,51-100
Out of Time,D25,Queen's Gambit,0-50
Resign,C55,Italian Game,0-50
Mate,D30,Queen's Gambit,0-50
Mate,C45,Scotch Game,0-50
Resign,B20,Sicilian Defense,0-50
Resign,C40,King's Knight Opening,0-50
Resign,C45,Scotch Game,0-50
Resign,B54,Sicilian Defense,>250
Resign,C44,Ponziani Opening,>250
Mate,D55,Queen's Gambit,>250
Resign,C58,Italian Game,101-150
Resign,B32,Sicilian Defense,>250
Resign,C70,Ruy Lopez,51-100
Mate,C41,Philidor Defense,0-50
Mate,A01,Nimzo-Larsen Attack,51-100
Out of Time,A16,English Opening,151-200
Resign,C45,Scotch Game,51-100
Resign,B01,Scandinavian Defense,51-100
Mate,A40,Queen's Pawn,>250
Out of Time,B76,Sicilian Defense,151-200
Resign,B36,Sicilian Defense,>250
Resign,C62,Ruy Lopez,>250
Resign,A45,Indian Game,0-50
Resign,D10,Slav Defense,101-150
Resign,C22,Center Game,>250
Resign,C52,Italian Game,>250
Resign,A43,Benoni Defense,>250
Resign,C57,Italian Game,>250
Resign,C72,Ruy Lopez,0-50
Out of Time,A00,Kadas Opening,101-150
Mate,C54,Italian Game,101-150
Resign,B12,Caro-Kann Defense,0-50
Resign,A45,Indian Game,>250
Mate,E92,King's Indian Defense,0-50
Resign,A45,Indian Game,51-100
Resign,B18,Caro-Kann Defense,>250
Resign,A00,Hungarian Opening,0-50
Resign,B13,Caro-Kann Defense,0-50
Out of Time,C53,Italian Game,51-100
Resign,B06,Modern Defense,>250
Resign,B00,Caro-Kann Defense,0-50
Resign,D50,Queen's Gambit,>250
Draw,C03,French Defense,>250
Mate,C41,Philidor Defense,151-200
Mate,A16,English Opening,101-150
Resign,C41,Philidor Defense,>250
Mate,A40,Horwitz Defense,>250
Mate,A40,Horwitz Defense,151-200
Mate,C41,Philidor Defense,101-150
Mate,B15,Caro-Kann Defense,201-250
Mate,C41,Philidor Defense,101-150
Mate,A40,Horwitz Defense,101-150
Mate,C00,French Defense,51-100
Mate,C41,Philidor Defense,51-100
Resign,A40,English Defense,0-50
Mate,C41,Philidor Defense,101-150
Resign,A45,Indian Game,201-250
Mate,C00,French Defense,201-250
Mate,A80,Dutch Defense,>250
Resign,C20,King's Pawn Game,0-50
Mate,D01,Queen's Pawn Game,>250
Resign,B15,Caro-Kann Defense,201-250
Resign,C41,Philidor Defense,151-200
Resign,C41,Philidor Defense,51-100
Mate,D00,Queen's Pawn Game,0-50
Resign,A00,Mieses Opening,>250
Mate,C20,King's Pawn Game,101-150
Mate,C41,Philidor Defense,0-50
Resign,A40,Horwitz Defense,101-150
Resign,B21,Sicilian Defense,0-50
Mate,B50,Sicilian Defense,51-100
Resign,B72,Sicilian Defense,151-200
Resign,B20,Sicilian Defense,151-200
Out of Time,C45,Scotch Game,0-50
Out of Time,B48,Sicilian Defense,0-50
Out of Time,A49,Indian Game,201-250
Mate,C41,Philidor Defense,51-100
Mate,B33,Sicilian Defense,101-150
Resign,E77,King's Indian Defense,0-50
Resign,B01,Scandinavian Defense,51-100
Mate,E77,King's Indian Defense,0-50
Out of Time,B36,Sicilian Defense,51-100
Out of Time,B33,Sicilian Defense,0-50
Out of Time,A05,King's Indian Attack,51-100
Mate,C55,Italian Game,>250
Resign,C53,Italian Game,>250
Resign,C50,Giuoco Piano,101-150
Mate,C42,Petrov's Defense,>250
Resign,A04,Zukertort Opening,151-200
Resign,A01,Nimzo-Larsen Attack,201-250
Resign,C50,Italian Game,51-100
Out of Time,C42,Russian Game,101-150
Resign,C41,Philidor Defense,201-250
Draw,C53,Italian Game,151-200
Resign,B10,Caro-Kann Defense,0-50
Draw,A40,Queen's Pawn,101-150
Mate,B12,Caro-Kann Defense,0-50
Resign,B23,Sicilian Defense,51-100
Mate,D06,Queen's Gambit,201-250
Mate,B23,Sicilian Defense,0-50
Draw,D10,Slav Defense,151-200
Resign,D37,Queen's Gambit,0-50
Resign,B00,Caro-Kann Defense,151-200
Draw,D02,Queen's Pawn Game,101-150
Resign,A43,Old Benoni Defense,201-250
Resign,A16,English Opening,>250
Resign,E21,Nimzo-Indian Defense,>250
Resign,D00,Queen's Pawn Game,101-150
Resign,B12,Caro-Kann Defense,51-100
Resign,B00,Nimzowitsch Defense,>250
Resign,B50,Sicilian Defense,>250
Resign,A40,Mikenas Defense,>250
Resign,D00,Queen's Pawn Game,>250
Resign,D00,Queen's Pawn Game,>250
Out of Time,D00,Queen's Pawn Game,201-250
Mate,B90,Sicilian Defense,>250
Resign,A45,Indian Game,101-150
Resign,A46,Torre Attack,>250
Mate,B06,Pterodactyl Defense,51-100
Mate,D02,Queen's Pawn Game,>250
Resign,C57,Italian Game,>250
Mate,D02,Queen's Pawn Game,>250
Mate,D02,Queen's Pawn Game,201-250
Mate,C68,Ruy Lopez,151-200
Mate,D02,Queen's Pawn Game,0-50
Resign,B13,Caro-Kann Defense,>250
Resign,A21,English Opening,201-250
Mate,C02,French Defense,0-50
Mate,C25,Vienna Game,101-150
Mate,C20,King's Pawn Game,101-150
Mate,C20,King's Pawn Game,101-150
Mate,C46,Four Knights Game,101-150
Resign,C41,Philidor Defense,0-50
Draw,C28,Vienna Game,>250
Draw,A42,Modern Defense,151-200
Resign,E20,Nimzo-Indian Defense,>250
Resign,E76,King's Indian Defense,51-100
Resign,B07,Rat Defense,51-100
Draw,C41,Philidor Defense,151-200
Resign,B07,Rat Defense,51-100
Resign,E76,King's Indian Defense,51-100
Resign,C41,Philidor Defense,51-100
Resign,A41,Old Indian Defense,151-200
Mate,A40,Mikenas Defense,101-150
Resign,D45,Semi-Slav Defense,101-150
Draw,C41,Philidor Defense,51-100
Resign,B07,Rat Defense,151-200
Resign,B07,Rat Defense,0-50
Resign,A57,Benko Gambit,101-150
Resign,B07,Rat Defense,101-150
Mate,E20,Nimzo-Indian Defense,0-50
Resign,B07,Lion Defense,101-150
Resign,A41,Old Indian Defense,51-100
Mate,C41,Philidor Defense,0-50
Resign,B07,Pirc Defense,151-200
Resign,B07,Rat Defense,51-100
Resign,E76,King's Indian Defense,>250
Resign,A29,English Opening,51-100
Resign,A00,Van't Kruijs Opening,0-50
Resign,C41,Philidor Defense,0-50
Mate,D00,Queen's Pawn Opening,>250
Mate,C57,Italian Game,151-200
Mate,C02,French Defense,151-200
Mate,D20,Queen's Gambit,101-150
Resign,D01,Queen's Pawn Game,51-100
Resign,C20,King's Pawn Game,51-100
Resign,C41,Philidor Defense,101-150
Resign,C00,French Defense,101-150
Mate,C46,Four Knights Game,0-50
Draw,C46,Four Knights Game,101-150
Resign,C46,Four Knights Game,0-50
Resign,C30,King's Gambit,201-250
Resign,C50,Italian Game,151-200
